step,context,action,reward1,reward2,alpha
112,[ 8776.084 22273.273],[0.25151536],2.267082688221357,87.9953002314337,
113,[-49260.617   5870.77 ],[0.65419],1.6742747279102304,59.250308714931656,
114,[-17181.908   7858.268],[0.61249626],2.3064392196220425,110.79026806974287,
115,[-39536.258    4425.2373],[0.9644631],1.849847185961604,78.53402968975504,
116,[-21071.172  19114.537],[0.94439036],1.9375542645280854,85.79192335922043,
117,[ 2314.966 15109.483],[1.209432],2.556267813989743,155.5808260134108,
118,[-50077.58  45087.01],[1.1754564],1.2429072937612458,36.6331599547786,
119,[17305.734 37246.316],[1.3734764],1.7627245645985938,75.00462759154765,
120,[-48773.11   18859.635],[0.62678105],1.4417775133205164,43.51331920665183,
121,[-25604.021  39743.7  ],[0.745593],1.534760707944172,51.26301854764846,
122,[-37044.69   16445.406],[0.58360314],1.6563556734146587,56.51084347248758,
123,[-35949.24   29360.139],[0.27593234],1.1607885738502237,23.52536317082386,
124,[-13108.692  20142.16 ],[0.21087462],1.2635826456504586,26.39835782304011,
125,[-32952.316  27007.23 ],[0.],1.778200098302652,31.62254773967979,
126,[-41004.523 -30078.82 ],[0.],1.7780777693761427,31.62272265622045,
127,[-49907.33  -5701.35],[0.],1.7782084519739516,31.622951012890038,
128,[-27595.559  49039.516],[0.2746453],1.322248558223251,30.477620157422482,
129,[-34343.754  42392.89 ],[0.59493273],1.2358268320143575,31.592782031395515,
130,[-7970.0513 16193.248 ],[0.3074479],1.9459373073102735,67.60396706693317,
131,[-47643.39  42535.72],[0.96976304],0.8588860539461989,16.940287806462052,
132,[-22543.408  11877.055],[0.92830443],2.0716136334098114,97.734182637298,
133,[-44640.996   9558.216],[2.0520728],2.245717552680455,118.22961165504235,
134,[-22324.775  17331.305],[1.502954],1.598020480205652,61.96501199300631,
135,[-26062.838  50049.242],[1.7901264],1.9901659349539926,95.48174224718571,
136,[-23619.443  23436.846],[1.2500849],1.311724090382771,41.14695112775732,
137,[-37838.438  34417.34 ],[0.4390061],0.9615422924238739,17.859491677232214,
138,[-42821.918  35070.29 ],[0.45555827],0.764265022975377,11.372271316469687,
139,[-10164.598  23676.455],[0.],1.7781904872449144,31.62279990093096,
140,[-37354.523  34215.48 ],[0.],1.77804247561277,31.622863869890434,
141,[-42943.832 -17763.637],[0.],1.7783195599444317,31.62289908874021,
142,[-22216.838  15319.951],[0.],1.7782532454943516,31.62275837720541,
143,[17394.656 42115.047],[0.],1.7782684217609919,31.62279794968868,
144,[-7565.7095 16720.299 ],[0.],1.7782552169942152,31.622928745695997,
145,[-12132.109  14252.626],[0.],1.778023508026888,31.622895324761437,
146,[-39547.375  47629.492],[0.],1.7783736568508448,31.622749842209167,
147,[-36784.215  50388.066],[0.],1.7784091946179879,31.622540184302075,
148,[  823.86365 46383.574  ],[0.],1.778144613923188,31.62270031725234,
149,[-27847.771  36369.316],[0.],1.7781012672746834,31.62270417811201,
150,[-45550.81   38106.938],[0.],1.7782802520704148,31.62282856381995,
151,[-2891.3042 26224.338 ],[0.],1.7780964285422038,31.62278003709252,
152,[-17354.043  45344.492],[0.12362181],1.566377013595127,36.84080801060786,
153,[-44490.3    26129.096],[0.],1.7782134085704544,31.622662184141717,
154,[-15026.072  12713.713],[0.],1.7782577150819292,31.622821141008878,
155,[-25880.98   27755.457],[0.],1.77832331433469,31.622754647580955,
156,[ 3346.948 29041.82 ],[0.],1.7783145753777085,31.62281407453997,
157,[18688.562 50234.145],[0.],1.7782577368918653,31.622683586033535,
158,[-31161.867  16406.791],[0.],1.7781849914434666,31.62280106119954,
159,[-39187.35   16237.932],[0.],1.7782204199404805,31.622766109918945,
160,[-6931.372 34441.11 ],[0.],1.7781051849128382,31.622646650622865,
161,[-42223.67   37621.402],[0.],1.7783198644704954,31.622798212501692,
162,[-21492.467  33613.6  ],[0.],1.778347040355265,31.622737840385046,
163,[-10254.057  14841.535],[0.],1.7781567904197444,31.622794935603714,
164,[-27467.314    5121.8843],[0.],1.7782106734742542,31.62276461732844,
165,[-14649.741  47867.203],[0.01767736],1.7520461752919003,36.525478118403875,
166,[-32881.793  10402.431],[0.2040654],0.8989872911817774,13.27422591676665,
167,[-42341.727  27086.957],[0.65675265],1.4313786923984655,43.35295968070519,
168,[-20549.197  17011.037],[0.41576877],1.7808341408473787,60.48471627113167,
169,[-43991.332   -5500.3643],[0.07347934],1.5731384183343793,34.31508001041392,
170,[-45879.406  38916.957],[0.],1.778301991384034,31.622822301265124,
171,[-31366.588  18123.72 ],[0.],1.7781475704519583,31.622739531283468,
172,[-36238.605  47146.645],[0.],1.7781861359478432,31.622650294848878,
173,[-32629.541  49280.203],[0.],1.7782144868468484,31.62277463639337,
174,[-46333.586  13606.835],[0.],1.7780789812243434,31.622814031733274,
175,[-19617.14   25595.783],[0.],1.7781881508942066,31.62279923566573,
176,[-38470.555  18395.621],[0.],1.7784217083885743,31.622816210342286,
177,[-30326.314  19306.38 ],[0.],1.7783918519573738,31.622852141253354,
178,[-11587.963  44819.11 ],[0.],1.7782137790648946,31.622493693711043,
179,[-25664.234  31144.822],[0.],1.7785174998585886,31.622810202963215,
180,[-34648.895  37725.2  ],[0.03892815],1.7272886020628264,38.2457586839522,
181,[ 5001.0303 41995.484 ],[0.],1.7783884967479158,31.622742394120756,
182,[-13141.431  10413.283],[0.],1.7782991883363526,31.622884139676202,
183,[-21973.79  20800.62],[0.],1.7783888941759272,31.62280080580123,
184,[-50205.49     2186.2773],[0.28263378],0.8059814205009355,11.391691966008054,
185,[-30539.273  43026.27 ],[0.],1.7783473839171744,31.62270612945099,
186,[-26912.855  42712.547],[0.],1.778199070958129,31.62272928083564,
187,[-29102.277     -723.95966],[0.29770055],1.7846698071839604,56.48418612877502,
188,[-8255.187 37468.86 ],[0.01440332],1.7488579858531739,35.83250699395723,
189,[-38061.35   20508.654],[0.39188927],1.2297712168326016,28.465768302177317,
190,[-13344.33   20945.723],[0.],1.7785291047558556,31.622551168919106,
191,[-44253.082  45897.203],[0.2226001],1.5048896280101014,37.84682080749259,
192,[-44765.43 -34557.23],[0.],1.7781616471426744,31.622662582053696,
193,[-34515.008  37386.31 ],[0.58802396],1.3254991657338717,36.25437504185754,
194,[-31250.305  24227.996],[0.7593254],1.6998533821082957,63.12714904994961,
195,[-50959.617  14145.439],[0.],1.7783097837662825,31.62285434550268,
196,[-47377.53  42035.55],[0.],1.7783242489895905,31.622946910603947,
197,[-47404.11   27682.227],[0.],1.7782086594691717,31.622780578357247,
198,[-39164.625  46181.64 ],[0.],1.7782342797352124,31.622803170481287,
199,[-25705.594 -11498.191],[0.],1.7782818712514477,31.622848600056802,
200,[-32293.184    5558.4775],[0.],1.7784643806333713,31.62275559294767,
201,[-7114.0615 45441.863 ],[0.],1.7782815369005784,31.62268439654163,
202,[-18286.955  26046.547],[0.],1.7782735709694608,31.622745543949623,
203,[-35970.51     3320.9495],[0.],1.7782726993858315,31.622925635525327,
204,[-48619.047  28798.213],[0.],1.7783406139740476,31.6226428509096,
205,[-35455.062  39499.99 ],[0.],1.778294278165627,31.622830330211315,
206,[-27593.166  13599.068],[0.],1.7782036229528801,31.62277159327436,
207,[-48392.75   49359.453],[0.],1.7784106570756368,31.622690704444945,
208,[-10936.016  29216.518],[0.],1.778236965333729,31.62269437433165,
209,[-43699.812  17943.418],[0.],1.7783579904216058,31.622770854731943,
210,[-33344.008  29776.777],[0.],1.7783735018003803,31.62281712209182,
211,[-26900.729  49555.824],[0.],1.7782681520838837,31.6227229487812,
212,[-19345.887  41391.676],[0.],1.7783262485623506,31.62295018958356,
213,[-37433.906  24300.365],[0.],1.778281691949355,31.62277498688804,
214,[-5127.3086 48292.61  ],[0.],1.778195642234732,31.622717483373414,
215,[-8055.6235  5907.5825],[0.],1.7783121062984633,31.62280960519524,
216,[-23349.988  40624.406],[0.20033135],1.3948732139474576,31.848145359452275,
217,[-7065.0137 37246.184 ],[0.19431712],1.064353810043719,18.433276186929618,
218,[-50720.055  40605.83 ],[0.01340551],1.7648718629975126,36.29505046231991,
219,[-9695.544 39912.645],[0.46468464],1.5947312016048005,49.727163908587215,
220,[-44679.836  -8928.821],[0.30526096],1.5872734656906349,44.91139029428925,
221,[-26535.871  42176.254],[0.],1.7782826909136842,31.622518322020493,
222,[-43483.41   13767.394],[0.],1.778244606270027,31.622640993093317,
223,[-3881.7617 15189.408 ],[0.],1.778235735205177,31.622612305154437,
224,[-29044.658    6709.6865],[0.],1.7783948405845595,31.622794283983705,
225,[-49243.402  10166.67 ],[0.],1.7782893701000013,31.62279986076573,
226,[-5191.548 14221.213],[0.],1.7782679101422783,31.622806681413213,
227,[-34380.79   17980.303],[0.],1.778216255857145,31.622751878122887,
228,[-43698.973 -30506.988],[0.],1.7783493480872816,31.622670479455046,
229,[-9796.211 23309.033],[0.],1.7781000133402625,31.622910180679664,
230,[-21067.264  36162.453],[0.],1.7782853843350384,31.622754809771244,
231,[-32001.268 -14689.032],[0.],1.778190657102914,31.6228711334397,
232,[-24360.83   13263.156],[0.],1.778306550135763,31.622697272791296,
233,[ 5931.0845 29873.127 ],[0.],1.7783266256872396,31.622869320071175,
234,[-50913.15   11814.727],[0.],1.7781372180517587,31.622976397291765,
235,[-41733.96   47457.188],[0.],1.7781252512989556,31.623036044142566,
236,[-50227.75   37084.465],[0.],1.7781332168805435,31.62270755032346,
237,[ 6607.6055 17011.516 ],[0.],1.778298441194682,31.622691428764064,
238,[-14224.864  21953.506],[0.],1.778375467378498,31.62290908117176,
239,[-47664.555  44861.1  ],[0.],1.7781392753096188,31.62287964551053,
240,[-36602.242  31818.457],[0.],1.7781567224917616,31.622872443600727,
241,[-2631.681 40171.273],[0.],1.7782530289828102,31.62281233427153,
242,[-45842.94   44560.633],[0.],1.7781495221572787,31.622903526023798,
243,[-4015.3406 40406.87  ],[0.],1.7782999506252528,31.622781375779397,
244,[-36381.875  21129.309],[0.8588248],1.6567152746591574,61.548408436443005,
245,[-4495.024 46232.277],[0.89962894],1.7591272858601181,70.03425497342073,
246,[-14437.25   31074.438],[0.64433545],1.8419788065157452,71.47745996143618,
247,[-5310.3647 24585.553 ],[0.0790408],1.4672307283428496,30.157943343826187,
248,[-49367.25   12034.006],[0.],1.7783159807763023,31.622905881262845,
249,[-31210.918  28586.781],[0.],1.7783052816829457,31.622804161751187,
250,[-23245.174  48925.55 ],[0.5080963],1.1901930471385536,28.27805393417982,
251,[-22025.477  36248.516],[1.0840374],1.453525161673504,49.49082381797719,
252,[-16994.885  39876.367],[1.0359735],1.5467319578134977,55.59155966511497,
253,[-48906.32  50018.23],[0.71048254],0.6594875674425866,9.361755044457313,
254,[-50835.527  39920.168],[0.99011695],0.742254498168078,12.704152077949702,
255,[-40423.816  28129.205],[1.1628554],0.9545958438431065,21.57485062625513,
256,[-41830.72   30273.277],[1.4392061],1.5858805291623375,60.88960040305617,
257,[-6076.596  9790.271],[1.0342995],2.610520651554284,158.3695136484909,
258,[-19790.707  48528.363],[0.7014176],1.4731985867237742,46.59894200717872,
259,[ 1193.4689 27851.363 ],[0.15992154],1.1926513400457732,22.327166259734774,
260,[-6375.721   8098.8716],[0.47290072],2.620027454038134,134.78001052000724,
261,[-43680.65  49853.06],[0.6070939],0.6791640776553609,9.586574787184706,
262,[-13046.259  21194.445],[0.6280329],2.068560080660322,89.61873054094268,
263,[-11638.446  37223.312],[0.4415469],1.5728885476155507,47.83114202560884,
264,[19846.48 48509.25],[0.20876218],1.4501150293503924,34.69460756063396,
265,[-45604.99  49435.15],[0.],1.7782898631695763,31.622798757151568,
266,[-49170.81     8084.0635],[0.07765891],1.640726547791179,37.62324763729574,
267,[-50163.117  23466.04 ],[0.],1.778446808609624,31.62279275761051,
268,[  109.68571 20474.135  ],[0.38762942],2.2367581493303805,93.95733127046041,
269,[-16934.418  29515.203],[0.42943692],1.6037578980260085,49.4168242306703,
270,[-12845.744  22255.676],[0.6909569],2.07477212652096,92.09796777317264,
271,[ 3639.619 36907.473],[0.10123905],1.399575030947791,28.484145836453383,
272,[-36169.46  -22034.072],[0.],1.7782040395923047,31.62279037066638,
273,[-8686.11  22128.352],[0.21860954],1.4149511270026405,33.32862908429225,
274,[-18268.982  30246.21 ],[0.54230684],1.7114765900513418,59.3265478921525,
275,[-48989.984  17848.672],[0.74366933],1.5100559865775594,49.584647010530254,
276,[-48401.082    6779.9326],[0.8266083],1.703005233598061,64.51658722795878,
277,[-8940.48  28772.238],[0.36797374],1.6892645736700556,52.9795024667362,
278,[-13513.45  32114.95],[0.80033004],1.8742188036208964,77.58791333372413,
279,[-34708.965  20915.95 ],[0.54052246],1.5760876934896686,50.28782482970293,
280,[-40241.74   -8765.917],[0.],1.7783016701484586,31.62276825469244,
281,[-21600.479   -7188.8364],[0.],1.7783175366018604,31.622782815203443,
282,[-45797.902  40191.793],[0.],1.7781762617928913,31.622633602557922,
283,[-45978.395 -16027.585],[0.],1.7781361509853724,31.622785870369846,
284,[-30197.07   45495.285],[0.38424096],0.8943688994134429,14.989532459296575,
285,[-34648.363  10697.097],[0.1402044],1.3942003356099464,29.81463921486812,
286,[-7367.47  9769.07],[0.],1.778239273900549,31.62269614291327,
287,[-18800.982  16797.014],[0.02614084],1.7076607932793537,35.892355402894246,
288,[-37606.47   21507.686],[0.],1.778115514619673,31.622702747996556,
289,[-27730.188  35236.457],[0.26747766],1.1496302132184408,22.918431194461284,
290,[-27559.451  11137.541],[0.5354276],1.903291689656782,73.15878345687608,
291,[-4121.334 17539.287],[0.19202784],1.6621303022605192,44.86128692339253,
292,[-33320.527  41450.   ],[0.4069988],0.54478149475716,5.634326632641953,
293,[-45518.32  47134.41],[0.6729265],0.922554343101396,18.11130616247688,
294,[-48108.91   19096.322],[1.3938898],1.4760115178429216,52.64006637361194,
295,[-40374.227  36192.94 ],[0.7135733],1.3349324881907345,38.409770890659246,
296,[-5842.381 34583.234],[0.82049274],1.9731075502640183,86.46611969607022,
297,[-19843.305  26848.438],[0.16535091],1.3062119794107336,26.945511898407272,
298,[-7753.229 18463.299],[0.38715628],2.0361470241932857,77.83119230618534,
299,[-44632.59   -8602.629],[0.9811871],2.004708565434664,92.50189154721235,
300,[-22448.574  35274.004],[0.24321751],1.149327143297015,22.462444693869177,
301,[-50201.19    6492.552],[0.12797229],1.5277703112705479,35.247444154617426,
302,[-15272.254  27754.879],[0.01923511],1.7363289047665043,36.11763072452441,
303,[-32532.146  47344.652],[0.1273469],1.6140615071982074,39.30160410107759,
304,[-7184.4873 14178.62  ],[0.24701306],1.8851809381552145,60.620227734557915,
305,[-40506.51   24045.744],[0.6444282],1.5078134659047404,47.89130190695629,
306,[-24009.148 -11983.622],[0.6995733],2.928380472447291,183.98573929635887,
307,[-40442.9   46759.61],[0.6841069],1.0973422276007447,25.715468888032103,
308,[-9917.697 50169.035],[0.52096],1.4684170122334637,43.272186908096714,
309,[-47171.97  -25184.947],[0.63820803],2.421266075810331,123.23278238634848,
310,[ -641.44135 38564.965  ],[1.00274],1.9199281180458452,85.16700074965021,
311,[-11447.153  13995.5  ],[0.],1.7782616457884277,31.622802308382155,
312,[-21090.656  44034.133],[0.46753997],1.2691551856136887,31.549123026711314,
313,[-10945.412  43658.348],[0.3169366],1.0138484757573865,18.474304746686812,
314,[-32400.426  35071.3  ],[0.7507249],1.500687588067278,49.079164712532176,
315,[-30182.537  20697.791],[0.22232983],1.0840663550974774,19.638775974356275,
316,[-45385.977 -23159.637],[0.48959422],2.3016164215660875,104.85496739250527,
317,[-6000.1265  6971.8335],[0.8200713],2.8756798072213563,183.67335194973634,
318,[-40368.375  44388.926],[0.9829668],1.0241693091456325,24.150713839172965,
319,[18700.205 43506.86 ],[0.624929],2.320490924648015,112.65354701591318,
320,[-50428.777  41238.164],[0.79228127],1.0284549510717518,23.325749395977688,
321,[-9627.11  39436.566],[1.4963844],1.6218330574143995,63.81166478323914,
322,[-41544.637  -4390.067],[1.6287485],1.9051415714438424,88.07354034638452,
323,[-50539.58   14220.336],[1.03366],1.3998784577007835,45.53071633999063,
324,[-36495.855  24240.562],[1.1007355],1.372963660647139,44.27323693351752,
325,[-41902.15  39743.27],[1.3809628],1.5224979977138158,55.97705845637083,
326,[-25361.05   41000.332],[0.6645139],1.48911704695632,47.023810266269756,
327,[-35513.746   -5324.7153],[0.81251305],2.2068308952162403,107.94848350159621,
328,[-19203.814  45266.21 ],[0.94097465],1.4992113016169129,51.32827981620826,
329,[-35467.54   -9084.671],[0.4381651],2.1064969557411155,85.64055465351942,
330,[-13597.433  24139.283],[0.65007603],2.0006385881664586,84.51061943136767,
331,[-41786.285  49157.5  ],[0.27946353],1.4191144275473973,35.24342904185089,
332,[-35908.3   26671.21],[0.],1.7783299487327804,31.62281252659944,
333,[-28757.771   -3746.2705],[0.],1.778503787586406,31.6226349395413,
334,[ 9545.974 43069.78 ],[0.],1.778067891486899,31.62291667763534,
335,[-46614.32   41866.766],[0.7229595],1.0936532533458734,25.85591445055445,
336,[-18007.56   22402.754],[0.8682028],1.9639203337605387,86.69187098137203,
337,[-7126.747 24879.31 ],[1.1859183],1.86765585825503,82.82558411110912,
338,[-15579.914  47508.805],[0.45148587],1.2803133990976325,31.849284150459127,
339,[-50537.81   21210.297],[0.4297388],0.934547356019427,16.777514346319347,
340,[-10122.973  31053.037],[0.],1.778440283342052,31.622721193799396,
341,[-48122.156  22744.04 ],[0.06696052],1.685980001339081,38.92250603164077,
342,[-24177.268  15704.865],[0.],1.7783113532222559,31.62276282376236,
343,[-18591.375  21330.973],[0.],1.7782325624344548,31.62282788532955,
344,[-44144.008    3754.0183],[0.],1.7783396694744997,31.62271673374636,
345,[-16628.258  42036.35 ],[0.],1.7782446054009584,31.622698364987098,
346,[-33145.508  39892.86 ],[0.],1.7781980504392134,31.622724437532792,
347,[-13018.706  27186.443],[0.],1.778208290201323,31.62273817031508,
348,[-22910.287   9414.383],[0.],1.7784102769141579,31.622774021827965,
349,[-29584.836  13031.941],[0.10412627],1.4994528718787865,32.83199212375051,
350,[-45957.59  42075.01],[0.],1.7782181474650354,31.62269431885136,
351,[ 2651.9521 31588.586 ],[0.],1.7784290390060997,31.622679895002516,
352,[-12180.575  19440.41 ],[0.],1.7783416756827675,31.622713970798536,
353,[-40128.984  -4143.849],[0.12858422],1.2929692392277523,25.266797228439874,
354,[-8959.742 49770.844],[0.],1.7783625451447211,31.622825398952056,
355,[-31090.846  26968.463],[0.],1.778508456745976,31.622936628465663,
356,[-13271.195  12948.769],[0.],1.7780963906258773,31.622706429276757,
357,[-8497.047 43834.02 ],[0.01242017],1.756521169855682,35.756967278417605,
358,[-22005.047  15155.527],[0.4188246],1.795044518758274,61.56508805168473,
359,[-43629.715  35444.438],[0.7127643],1.2884237043075997,35.766425169873465,
360,[-43470.562  17851.438],[1.3410351],1.2729599767505517,39.046522152076975,
361,[-49509.887  15472.817],[0.9162459],1.5066352298955983,51.56789658701286,
362,[-37424.004  33673.367],[0.8549915],1.431520728329169,45.907132649206545,
363,[-27471.361   5707.671],[0.48491788],1.9791628343564711,77.34835409538935,
