step,context,action,reward1,reward2,alpha
0,[-26161.193  26578.152],[2.9399195],2.0480071715098944,68.7351563558811,
1,[-32746.535  30091.48 ],[2.527564],2.2421748718747474,104.76970099983517,
2,[-49301.555  22685.9  ],[2.332817],2.216711081865671,108.81294141909045,
3,[-21733.184  10989.754],[2.5607734],2.492258131612953,127.8081040589,
4,[-49987.59  41755.49],[2.6167674],2.1052063656768962,89.0998202681044,
5,[-10522.272  34451.016],[1.2337642],1.4271317570285273,48.61375188806353,
6,[-26021.168  31171.791],[0.95759743],1.6134513270764563,59.645785821219306,
7,[-33174.625  33396.566],[1.1406066],1.126161365401894,29.944102781833838,
8,[-37098.27    7859.476],[0.27261716],1.1517801691062666,23.089947738088867,
9,[-14747.416  11010.891],[0.],1.7781374082452048,31.622605974664726,
10,[-50435.09    9777.795],[1.1640738],1.2316946101238453,35.932711137963786,
11,[-35055.938  16715.72 ],[0.4670181],1.5539262582967408,47.28237792908916,
12,[-29440.79   49025.707],[0.8379798],1.3070876304529202,38.11912940968414,
13,[-42757.08    9551.027],[0.93756425],1.7121332178861446,66.89052645220747,
14,[-39008.01     6894.4453],[1.1813391],1.5383101738065046,56.167296827820394,
15,[-45341.867 -11686.605],[0.93206084],2.0876194932407914,99.34202955997705,
16,[-8039.3857 36861.617 ],[0.21385695],0.8737082446407771,12.659743478091649,
17,[-29099.045   9406.038],[0.77468103],2.0144653358263924,89.04044577697162,
18,[-11142.613  37955.887],[0.320556],1.2468157186890325,28.008982887335705,
19,[-32001.104    6019.2046],[0.],1.7783694869781663,31.622822964867755,
20,[-32254.727  31346.928],[0.],1.7783972743438707,31.622758123652826,
21,[-37183.047  18740.736],[0.],1.7784016700724592,31.622797981390637,
22,[-45543.418  36864.344],[0.41527244],0.9650580679289965,17.760004056067867,
23,[-48953.887  34637.676],[1.4890925],1.6825067254466501,68.67148333769413,
24,[-33446.17   24765.129],[1.9544766],2.169552807526727,111.79243791609078,
25,[-17587.258   -2442.9404],[2.7845562],2.7119906957571938,135.61835175939487,
26,[-35009.836  24886.676],[3.064731],1.8842446936601895,49.55268585955844,
27,[-31083.338  14702.367],[3.1415927],1.778263754934436,31.636182881138893,
28,[-9694.403 47274.94 ],[3.1415927],1.7783169211264866,31.63601233829847,
29,[-10776.655  43996.3  ],[3.1415927],1.778411896038565,31.636052069970074,
30,[-49833.484 -38060.46 ],[3.0093067],2.390205016960332,86.7602114045986,
31,[-38218.656  44839.15 ],[2.4681442],2.164969442813486,99.71854445788325,
32,[-14270.992    5946.4634],[2.3194413],2.7863821683742636,172.5324732024137,
33,[-20938.66   47669.375],[2.4282005],2.2293113967299827,107.11295143361635,
34,[-47950.69   33260.414],[2.5317752],2.16069083203219,97.11160664408354,
35,[-38588.676  19406.244],[1.768176],2.0232863932798226,98.82258613460839,
36,[-15528.704  16764.568],[2.5335724],2.5085521997545452,130.8398867338882,
37,[-19399.404  37039.203],[1.8721122],2.1209492416076823,107.75554944297355,
38,[-29710.564  46228.55 ],[2.7583609],2.09615104707774,82.31140325614669,
39,[-38530.836  26487.994],[2.1187832],2.2119088504350235,113.48239025354216,
40,[-33949.22   45126.688],[2.2045443],2.1732317457575467,107.75626796894906,
41,[-13612.25  48802.88],[1.6188844],1.8443093794018106,82.54826437712632,
42,[15674.154 49590.73 ],[1.271786],1.6219389532315733,63.029671759669824,
43,[-14613.815  24577.824],[1.0350869],1.892498494553807,83.25684224976366,
44,[-44723.242  10488.21 ],[0.39091325],1.3169041945959103,32.63300842490656,
45,[-37980.312  23264.717],[0.],1.778306100948373,31.622772169171384,
46,[-21409.352  48235.92 ],[0.],1.778356589094044,31.622858952099186,
47,[-46551.875   8923.558],[0.98755795],1.6204903506925001,60.505688173224904,
48,[-5850.4927 47735.8   ],[0.9573899],1.6770751332431364,64.43195037724612,
49,[-39808.938  12833.714],[1.3710085],1.253089361020854,37.90846582991319,
50,[-46482.566 -24811.893],[1.0565007],2.3460568296885365,128.36591494590905,
51,[-15725.3545  48643.574 ],[1.5769349],1.7868921936352729,77.51753240592564,
52,[-33439.81    5704.035],[1.3612351],0.8792308511459317,18.65092132408579,
53,[-50134.887  27040.432],[2.4867055],2.184224444660943,100.87154136241472,
54,[-42808.664  13805.46 ],[2.18811],2.2793041935349825,118.95375382964359,
55,[-9585.119 44646.91 ],[2.1670108],2.2893222264076374,120.47964898374686,
56,[-26190.992  19120.4  ],[1.9781035],2.2658561980640544,121.60067175599738,
57,[-11174.255   7547.628],[1.6516675],2.0814417730410666,105.07838435844127,
58,[-24387.64   30664.215],[2.0379303],2.23365378682053,117.20155249181636,
59,[-17497.203  11128.161],[1.8982704],2.372623676785978,134.5100767433721,
60,[-36440.02   37006.266],[1.1019455],1.0442198849818998,25.612905076752718,
61,[-13406.518  41268.652],[1.2319822],1.13994909908035,31.016102608857093,
62,[-3017.3062 35236.77  ],[1.6043022],1.8527181377036175,83.32991247393045,
63,[-17378.537  45088.26 ],[0.8837709],1.5653893953002969,55.26474876775741,
